Country,Region/State,"Zip/PostAN Code","Weight (and above)","Shipping Price"
CH,*,*,3.3,61.02307692
CH,*,*,3.4,62.8
CH,*,*,3.5,64.57692308
CH,*,*,3.6,66.35384615
CH,*,*,3.7,68.13076923
CH,*,*,3.8,69.90769231
CH,*,*,3.9,71.68461538
CH,*,*,4,73.46153846
UA,*,*,0.1,4.161538462
UA,*,*,0.2,5.938461538
UA,*,*,0.4,9.492307692
UA,*,*,0.5,11.26923077
UA,*,*,0.6,13.04615385
UA,*,*,0.8,16.6
UA,*,*,0.9,18.37692308
UA,*,*,1,20.15384615
UA,*,*,1.1,21.93076923
UA,*,*,1.2,23.70769231
UA,*,*,1.3,25.48461538
UA,*,*,1.4,27.26153846
UA,*,*,1.5,29.03846154
UA,*,*,1.6,30.81538462
UA,*,*,1.7,32.59230769
UA,*,*,1.8,34.36923077
UA,*,*,1.9,36.14615385
UA,*,*,2,37.92307692
UA,*,*,2.1,39.7
UA,*,*,2.2,41.47692308
UA,*,*,2.3,43.25384615
UA,*,*,2.4,45.03076923
UA,*,*,2.5,46.80769231
UA,*,*,2.6,48.58461538
UA,*,*,2.7,50.36153846
UA,*,*,2.8,52.13846154
UA,*,*,2.9,53.91538462
UA,*,*,3,55.69230769
UA,*,*,3.1,57.46923077
UA,*,*,3.2,59.24615385
UA,*,*,3.3,61.02307692
UA,*,*,3.4,62.8
UA,*,*,3.5,64.57692308
UA,*,*,3.6,66.35384615
UA,*,*,3.7,68.13076923
UA,*,*,3.8,69.90769231
UA,*,*,3.9,71.68461538
UA,*,*,4,73.46153846
GB,*,*,0.1,4.161538462
GB,*,*,0.2,5.938461538
GB,*,*,0.4,9.492307692
GB,*,*,0.5,11.26923077
GB,*,*,0.6,13.04615385
GB,*,*,0.8,16.6
GB,*,*,0.9,18.37692308
GB,*,*,1,20.15384615
GB,*,*,1.1,21.93076923
GB,*,*,1.2,23.70769231
GB,*,*,1.3,25.48461538
GB,*,*,1.4,27.26153846
GB,*,*,1.5,29.03846154
GB,*,*,1.6,30.81538462
GB,*,*,1.7,32.59230769
GB,*,*,1.8,34.36923077
GB,*,*,1.9,36.14615385
GB,*,*,2,37.92307692
GB,*,*,2.1,39.7
GB,*,*,2.2,41.47692308
GB,*,*,2.3,43.25384615
GB,*,*,2.4,45.03076923
GB,*,*,2.5,46.80769231
GB,*,*,2.6,48.58461538
GB,*,*,2.7,50.36153846
GB,*,*,2.8,52.13846154
GB,*,*,2.9,53.91538462
GB,*,*,3,55.69230769
GB,*,*,3.1,57.46923077
GB,*,*,3.2,59.24615385
GB,*,*,3.3,61.02307692
GB,*,*,3.4,62.8
GB,*,*,3.5,64.57692308
GB,*,*,3.6,66.35384615
GB,*,*,3.7,68.13076923
GB,*,*,3.8,69.90769231
GB,*,*,3.9,71.68461538
GB,*,*,4,73.46153846
CA,*,*,0.1,4.161538462
CA,*,*,0.2,5.938461538
CA,*,*,0.4,9.492307692
CA,*,*,0.5,11.26923077
CA,*,*,0.6,13.04615385
CA,*,*,0.8,16.6
CA,*,*,0.9,18.37692308
CA,*,*,1,20.15384615
CA,*,*,1.1,21.93076923
CA,*,*,1.2,23.70769231
CA,*,*,1.3,25.48461538
CA,*,*,1.4,27.26153846
CA,*,*,1.5,29.03846154
CA,*,*,1.6,30.81538462
CA,*,*,1.7,32.59230769
CA,*,*,1.8,34.36923077
CA,*,*,1.9,36.14615385
CA,*,*,2,37.92307692
CA,*,*,2.1,39.7
CA,*,*,2.2,41.47692308
CA,*,*,2.3,43.25384615
CA,*,*,2.4,45.03076923
CA,*,*,2.5,46.80769231
CA,*,*,2.6,48.58461538
CA,*,*,2.7,50.36153846
CA,*,*,2.8,52.13846154
CA,*,*,2.9,53.91538462
CA,*,*,3,55.69230769
CA,*,*,3.1,57.46923077
CA,*,*,3.2,59.24615385
CA,*,*,3.3,61.02307692
CA,*,*,3.4,62.8
CA,*,*,3.5,64.57692308
CA,*,*,3.6,66.35384615
CA,*,*,3.7,68.13076923
CA,*,*,3.8,69.90769231
CA,*,*,3.9,71.68461538
CA,*,*,4,73.46153846
MX,*,*,0.1,4.161538462
MX,*,*,0.2,5.938461538
MX,*,*,0.4,9.492307692
MX,*,*,0.5,11.26923077
MX,*,*,0.6,13.04615385
MX,*,*,0.8,16.6
MX,*,*,0.9,18.37692308
MX,*,*,1,20.15384615
MX,*,*,1.1,21.93076923
MX,*,*,1.2,23.70769231
MX,*,*,1.3,25.48461538
MX,*,*,1.4,27.26153846
MX,*,*,1.5,29.03846154
MX,*,*,1.6,30.81538462
MX,*,*,1.7,32.59230769
MX,*,*,1.8,34.36923077
MX,*,*,1.9,36.14615385
MX,*,*,2,37.92307692
MX,*,*,2.1,39.7
MX,*,*,2.2,41.47692308
MX,*,*,2.3,43.25384615
MX,*,*,2.4,45.03076923
MX,*,*,2.5,46.80769231
MX,*,*,2.6,48.58461538
MX,*,*,2.7,50.36153846
MX,*,*,2.8,52.13846154
MX,*,*,2.9,53.91538462
MX,*,*,3,55.69230769
MX,*,*,3.1,57.46923077
MX,*,*,3.2,59.24615385
MX,*,*,3.3,61.02307692
MX,*,*,3.4,62.8
MX,*,*,3.5,64.57692308
MX,*,*,3.6,66.35384615
MX,*,*,3.7,68.13076923
MX,*,*,3.8,69.90769231
MX,*,*,3.9,71.68461538
MX,*,*,4,73.46153846
US,*,*,0.1,4.161538462
US,*,*,0.2,5.938461538
US,*,*,0.4,9.492307692
US,*,*,0.5,11.26923077
US,*,*,0.6,13.04615385
US,*,*,0.8,16.6
US,*,*,0.9,18.37692308
US,*,*,1,20.15384615
US,*,*,1.1,21.93076923
US,*,*,1.2,23.70769231
US,*,*,1.3,25.48461538
US,*,*,1.4,27.26153846
US,*,*,1.5,29.03846154
US,*,*,1.6,30.81538462
US,*,*,1.7,32.59230769
US,*,*,1.8,34.36923077
US,*,*,1.9,36.14615385
US,*,*,2,37.92307692
US,*,*,2.1,39.7
US,*,*,2.2,41.47692308
US,*,*,2.3,43.25384615
US,*,*,2.4,45.03076923
US,*,*,2.5,46.80769231
US,*,*,2.6,48.58461538
US,*,*,2.7,50.36153846
US,*,*,2.8,52.13846154
US,*,*,2.9,53.91538462
US,*,*,3,55.69230769
US,*,*,3.1,57.46923077
US,*,*,3.2,59.24615385
US,*,*,3.3,61.02307692
US,*,*,3.4,62.8
US,*,*,3.5,64.57692308
US,*,*,3.6,66.35384615
US,*,*,3.7,68.13076923
US,*,*,3.8,69.90769231
US,*,*,3.9,71.68461538
US,*,*,4,73.46153846
AU,*,*,0.1,4.161538462
AU,*,*,0.2,5.938461538
AU,*,*,0.4,9.492307692
AU,*,*,0.5,11.26923077
AU,*,*,0.6,13.04615385
AU,*,*,0.8,16.6
AU,*,*,0.9,18.37692308
AU,*,*,1,20.15384615
AU,*,*,1.1,21.93076923
AU,*,*,1.2,23.70769231
AU,*,*,1.3,25.48461538
AU,*,*,1.4,27.26153846
AU,*,*,1.5,29.03846154
AU,*,*,1.6,30.81538462
AU,*,*,1.7,32.59230769
AU,*,*,1.8,34.36923077
AU,*,*,1.9,36.14615385
AU,*,*,2,37.92307692
AU,*,*,2.1,39.7
AU,*,*,2.2,41.47692308
AU,*,*,2.3,43.25384615
AU,*,*,2.4,45.03076923
AU,*,*,2.5,46.80769231
AU,*,*,2.6,48.58461538
AU,*,*,2.7,50.36153846
AU,*,*,2.8,52.13846154
AU,*,*,2.9,53.91538462
AU,*,*,3,55.69230769
AU,*,*,3.1,57.46923077
AU,*,*,3.2,59.24615385
AU,*,*,3.3,61.02307692
AU,*,*,3.4,62.8
AU,*,*,3.5,64.57692308
AU,*,*,3.6,66.35384615
AU,*,*,3.7,68.13076923
AU,*,*,3.8,69.90769231
AU,*,*,3.9,71.68461538
AU,*,*,4,73.46153846
NZ,*,*,0.1,4.161538462
NZ,*,*,0.2,5.938461538
NZ,*,*,0.4,9.492307692
NZ,*,*,0.5,11.26923077
NZ,*,*,0.6,13.04615385
NZ,*,*,0.8,16.6
NZ,*,*,0.9,18.37692308
NZ,*,*,1,20.15384615
NZ,*,*,1.1,21.93076923
NZ,*,*,1.2,23.70769231
NZ,*,*,1.3,25.48461538
NZ,*,*,1.4,27.26153846
NZ,*,*,1.5,29.03846154
NZ,*,*,1.6,30.81538462
NZ,*,*,1.7,32.59230769
NZ,*,*,1.8,34.36923077
NZ,*,*,1.9,36.14615385
NZ,*,*,2,37.92307692
NZ,*,*,2.1,39.7
NZ,*,*,2.2,41.47692308
NZ,*,*,2.3,43.25384615
NZ,*,*,2.4,45.03076923
NZ,*,*,2.5,46.80769231
NZ,*,*,2.6,48.58461538
NZ,*,*,2.7,50.36153846
NZ,*,*,2.8,52.13846154
NZ,*,*,2.9,53.91538462
NZ,*,*,3,55.69230769
NZ,*,*,3.1,57.46923077
NZ,*,*,3.2,59.24615385
NZ,*,*,3.3,61.02307692
NZ,*,*,3.4,62.8
NZ,*,*,3.5,64.57692308
NZ,*,*,3.6,66.35384615
NZ,*,*,3.7,68.13076923
NZ,*,*,3.8,69.90769231
NZ,*,*,3.9,71.68461538
NZ,*,*,4,73.46153846
