Country,Region/State,Zip/PostAN Code,Weight (and above),shipping fee price
PA,*,*,5,155.3076923
BH,*,*,0.1,6.611538462
BH,*,*,0.2,9.646153847
BH,*,*,0.3,12.68076923
BH,*,*,0.4,15.71538462
BH,*,*,0.5,18.75
BH,*,*,0.6,21.78461538
BH,*,*,0.7,24.81923078
BH,*,*,0.8,27.85384616
BH,*,*,0.9,30.88846154
BH,*,*,1,33.92307693
BH,*,*,1.1,36.95769231
BH,*,*,1.2,39.99230769
BH,*,*,1.3,43.02692307
BH,*,*,1.4,46.06153847
BH,*,*,1.5,49.09615385
BH,*,*,1.6,52.13076923
BH,*,*,1.7,55.16538462
BH,*,*,1.8,58.2
BH,*,*,1.9,61.23461538
BH,*,*,2,64.26923078
BH,*,*,2.1,67.30384616
BH,*,*,2.2,70.33846154
BH,*,*,2.3,73.37307693
BH,*,*,2.4,76.40769231
BH,*,*,2.5,79.44230769
BH,*,*,2.6,82.47692307
BH,*,*,2.7,85.51153847
BH,*,*,2.8,88.54615385
BH,*,*,2.9,91.58076923
BH,*,*,3,94.61538462
BH,*,*,3.1,97.65
BH,*,*,3.2,100.6846154
BH,*,*,3.3,103.7192308
BH,*,*,3.4,106.7538462
BH,*,*,3.5,109.7884615
BH,*,*,3.6,112.8230769
BH,*,*,3.7,115.8576923
BH,*,*,3.8,118.8923077
BH,*,*,3.9,121.9269231
BH,*,*,4,124.9615385
BH,*,*,4.1,127.9961538
BH,*,*,4.2,131.0307692
BH,*,*,4.3,134.0653846
BH,*,*,4.4,137.1
BH,*,*,4.5,140.1346154
BH,*,*,4.6,143.1692308
BH,*,*,4.7,146.2038462
BH,*,*,4.8,149.2384615
BH,*,*,4.9,152.2730769
BH,*,*,5,155.3076923
BS,*,*,0.1,6.611538462
BS,*,*,0.2,9.646153847
BS,*,*,0.3,12.68076923
BS,*,*,0.4,15.71538462
BS,*,*,0.5,18.75
BS,*,*,0.6,21.78461538
BS,*,*,0.7,24.81923078
BS,*,*,0.8,27.85384616
BS,*,*,0.9,30.88846154
BS,*,*,1,33.92307693
BS,*,*,1.1,36.95769231
BS,*,*,1.2,39.99230769
BS,*,*,1.3,43.02692307
BS,*,*,1.4,46.06153847
BS,*,*,1.5,49.09615385
BS,*,*,1.6,52.13076923
BS,*,*,1.7,55.16538462
BS,*,*,1.8,58.2
BS,*,*,1.9,61.23461538
BS,*,*,2,64.26923078
BS,*,*,2.1,67.30384616
BS,*,*,2.2,70.33846154
BS,*,*,2.3,73.37307693
BS,*,*,2.4,76.40769231
BS,*,*,2.5,79.44230769
BS,*,*,2.6,82.47692307
BS,*,*,2.7,85.51153847
BS,*,*,2.8,88.54615385
BS,*,*,2.9,91.58076923
BS,*,*,3,94.61538462
BS,*,*,3.1,97.65
BS,*,*,3.2,100.6846154
BS,*,*,3.3,103.7192308
BS,*,*,3.4,106.7538462
BS,*,*,3.5,109.7884615
BS,*,*,3.6,112.8230769
BS,*,*,3.7,115.8576923
BS,*,*,3.8,118.8923077
BS,*,*,3.9,121.9269231
BS,*,*,4,124.9615385
BS,*,*,4.1,127.9961538
BS,*,*,4.2,131.0307692
BS,*,*,4.3,134.0653846
BS,*,*,4.4,137.1
BS,*,*,4.5,140.1346154
BS,*,*,4.6,143.1692308
BS,*,*,4.7,146.2038462
BS,*,*,4.8,149.2384615
BS,*,*,4.9,152.2730769
BS,*,*,5,155.3076923
PG,*,*,0.1,6.611538462
PG,*,*,0.2,9.646153847
PG,*,*,0.3,12.68076923
PG,*,*,0.4,15.71538462
PG,*,*,0.5,18.75
PG,*,*,0.6,21.78461538
PG,*,*,0.7,24.81923078
PG,*,*,0.8,27.85384616
PG,*,*,0.9,30.88846154
PG,*,*,1,33.92307693
PG,*,*,1.1,36.95769231
PG,*,*,1.2,39.99230769
PG,*,*,1.3,43.02692307
PG,*,*,1.4,46.06153847
PG,*,*,1.5,49.09615385
PG,*,*,1.6,52.13076923
PG,*,*,1.7,55.16538462
PG,*,*,1.8,58.2
PG,*,*,1.9,61.23461538
PG,*,*,2,64.26923078
PG,*,*,2.1,67.30384616
PG,*,*,2.2,70.33846154
PG,*,*,2.3,73.37307693
PG,*,*,2.4,76.40769231
PG,*,*,2.5,79.44230769
PG,*,*,2.6,82.47692307
PG,*,*,2.7,85.51153847
PG,*,*,2.8,88.54615385
PG,*,*,2.9,91.58076923
PG,*,*,3,94.61538462
PG,*,*,3.1,97.65
PG,*,*,3.2,100.6846154
PG,*,*,3.3,103.7192308
PG,*,*,3.4,106.7538462
PG,*,*,3.5,109.7884615
PG,*,*,3.6,112.8230769
PG,*,*,3.7,115.8576923
PG,*,*,3.8,118.8923077
PG,*,*,3.9,121.9269231
PG,*,*,4,124.9615385
PG,*,*,4.1,127.9961538
PG,*,*,4.2,131.0307692
PG,*,*,4.3,134.0653846
PG,*,*,4.4,137.1
PG,*,*,4.5,140.1346154
PG,*,*,4.6,143.1692308
PG,*,*,4.7,146.2038462
PG,*,*,4.8,149.2384615
PG,*,*,4.9,152.2730769
PG,*,*,5,155.3076923
AU,*,*,0.1,6.611538462
AU,*,*,0.2,9.646153847
AU,*,*,0.3,12.68076923
AU,*,*,0.4,15.71538462
AU,*,*,0.5,18.75
AU,*,*,0.6,21.78461538
AU,*,*,0.7,24.81923078
AU,*,*,0.8,27.85384616
AU,*,*,0.9,30.88846154
AU,*,*,1,33.92307693
AU,*,*,1.1,36.95769231
AU,*,*,1.2,39.99230769
AU,*,*,1.3,43.02692307
AU,*,*,1.4,46.06153847
AU,*,*,1.5,49.09615385
AU,*,*,1.6,52.13076923
AU,*,*,1.7,55.16538462
AU,*,*,1.8,58.2
AU,*,*,1.9,61.23461538
AU,*,*,2,64.26923078
AU,*,*,2.1,67.30384616
AU,*,*,2.2,70.33846154
AU,*,*,2.3,73.37307693
AU,*,*,2.4,76.40769231
AU,*,*,2.5,79.44230769
AU,*,*,2.6,82.47692307
AU,*,*,2.7,85.51153847
AU,*,*,2.8,88.54615385
AU,*,*,2.9,91.58076923
AU,*,*,3,94.61538462
AU,*,*,3.1,97.65
AU,*,*,3.2,100.6846154
AU,*,*,3.3,103.7192308
AU,*,*,3.4,106.7538462
AU,*,*,3.5,109.7884615
AU,*,*,3.6,112.8230769
AU,*,*,3.7,115.8576923
AU,*,*,3.8,118.8923077
AU,*,*,3.9,121.9269231
AU,*,*,4,124.9615385
AU,*,*,4.1,127.9961538
AU,*,*,4.2,131.0307692
AU,*,*,4.3,134.0653846
AU,*,*,4.4,137.1
AU,*,*,4.5,140.1346154
AU,*,*,4.6,143.1692308
AU,*,*,4.7,146.2038462
AU,*,*,4.8,149.2384615
AU,*,*,4.9,152.2730769
AU,*,*,5,155.3076923
AT,*,*,0.1,6.611538462
AT,*,*,0.2,9.646153847
AT,*,*,0.3,12.68076923
AT,*,*,0.4,15.71538462
AT,*,*,0.5,18.75
AT,*,*,0.6,21.78461538
AT,*,*,0.7,24.81923078
AT,*,*,0.8,27.85384616
AT,*,*,0.9,30.88846154
AT,*,*,1,33.92307693
AT,*,*,1.1,36.95769231
AT,*,*,1.2,39.99230769
AT,*,*,1.3,43.02692307
AT,*,*,1.4,46.06153847
AT,*,*,1.5,49.09615385
AT,*,*,1.6,52.13076923
AT,*,*,1.7,55.16538462
AT,*,*,1.8,58.2
AT,*,*,1.9,61.23461538
AT,*,*,2,64.26923078
AT,*,*,2.1,67.30384616
AT,*,*,2.2,70.33846154
AT,*,*,2.3,73.37307693
AT,*,*,2.4,76.40769231
AT,*,*,2.5,79.44230769
AT,*,*,2.6,82.47692307
AT,*,*,2.7,85.51153847
AT,*,*,2.8,88.54615385
AT,*,*,2.9,91.58076923
AT,*,*,3,94.61538462
AT,*,*,3.1,97.65
AT,*,*,3.2,100.6846154
AT,*,*,3.3,103.7192308
AT,*,*,3.4,106.7538462
AT,*,*,3.5,109.7884615
AT,*,*,3.6,112.8230769
AT,*,*,3.7,115.8576923
AT,*,*,3.8,118.8923077
AT,*,*,3.9,121.9269231
AT,*,*,4,124.9615385
AT,*,*,4.1,127.9961538
AT,*,*,4.2,131.0307692
AT,*,*,4.3,134.0653846
AT,*,*,4.4,137.1
AT,*,*,4.5,140.1346154
AT,*,*,4.6,143.1692308
AT,*,*,4.7,146.2038462
AT,*,*,4.8,149.2384615
AT,*,*,4.9,152.2730769
AT,*,*,5,155.3076923
AG,*,*,0.1,6.611538462
AG,*,*,0.2,9.646153847
AG,*,*,0.3,12.68076923
AG,*,*,0.4,15.71538462
AG,*,*,0.5,18.75
AG,*,*,0.6,21.78461538
AG,*,*,0.7,24.81923078
AG,*,*,0.8,27.85384616
AG,*,*,0.9,30.88846154
AG,*,*,1,33.92307693
AG,*,*,1.1,36.95769231
AG,*,*,1.2,39.99230769
AG,*,*,1.3,43.02692307
AG,*,*,1.4,46.06153847
AG,*,*,1.5,49.09615385
AG,*,*,1.6,52.13076923
AG,*,*,1.7,55.16538462
AG,*,*,1.8,58.2
AG,*,*,1.9,61.23461538
AG,*,*,2,64.26923078
AG,*,*,2.1,67.30384616
AG,*,*,2.2,70.33846154
AG,*,*,2.3,73.37307693
AG,*,*,2.4,76.40769231
AG,*,*,2.5,79.44230769
AG,*,*,2.6,82.47692307
AG,*,*,2.7,85.51153847
AG,*,*,2.8,88.54615385
AG,*,*,2.9,91.58076923
AG,*,*,3,94.61538462
AG,*,*,3.1,97.65
AG,*,*,3.2,100.6846154
AG,*,*,3.3,103.7192308
AG,*,*,3.4,106.7538462
AG,*,*,3.5,109.7884615
AG,*,*,3.6,112.8230769
AG,*,*,3.7,115.8576923
AG,*,*,3.8,118.8923077
AG,*,*,3.9,121.9269231
AG,*,*,4,124.9615385
AG,*,*,4.1,127.9961538
AG,*,*,4.2,131.0307692
AG,*,*,4.3,134.0653846
AG,*,*,4.4,137.1
AG,*,*,4.5,140.1346154
AG,*,*,4.6,143.1692308
AG,*,*,4.7,146.2038462
AG,*,*,4.8,149.2384615
AG,*,*,4.9,152.2730769
AG,*,*,5,155.3076923
AI,*,*,0.1,6.611538462
AI,*,*,0.2,9.646153847
AI,*,*,0.3,12.68076923
AI,*,*,0.4,15.71538462
AI,*,*,0.5,18.75
AI,*,*,0.6,21.78461538
AI,*,*,0.7,24.81923078
AI,*,*,0.8,27.85384616
AI,*,*,0.9,30.88846154
AI,*,*,1,33.92307693
AI,*,*,1.1,36.95769231
AI,*,*,1.2,39.99230769
AI,*,*,1.3,43.02692307
AI,*,*,1.4,46.06153847
AI,*,*,1.5,49.09615385
AI,*,*,1.6,52.13076923
AI,*,*,1.7,55.16538462
AI,*,*,1.8,58.2
AI,*,*,1.9,61.23461538
AI,*,*,2,64.26923078
AI,*,*,2.1,67.30384616
AI,*,*,2.2,70.33846154
AI,*,*,2.3,73.37307693
AI,*,*,2.4,76.40769231
AI,*,*,2.5,79.44230769
AI,*,*,2.6,82.47692307
AI,*,*,2.7,85.51153847
AI,*,*,2.8,88.54615385
AI,*,*,2.9,91.58076923
AI,*,*,3,94.61538462
AI,*,*,3.1,97.65
AI,*,*,3.2,100.6846154
AI,*,*,3.3,103.7192308
AI,*,*,3.4,106.7538462
AI,*,*,3.5,109.7884615
AI,*,*,3.6,112.8230769
AI,*,*,3.7,115.8576923
AI,*,*,3.8,118.8923077
AI,*,*,3.9,121.9269231
AI,*,*,4,124.9615385
AI,*,*,4.1,127.9961538
AI,*,*,4.2,131.0307692
AI,*,*,4.3,134.0653846
AI,*,*,4.4,137.1
AI,*,*,4.5,140.1346154
AI,*,*,4.6,143.1692308
AI,*,*,4.7,146.2038462
AI,*,*,4.8,149.2384615
AI,*,*,4.9,152.2730769
AI,*,*,5,155.3076923
IE,*,*,0.1,6.611538462
IE,*,*,0.2,9.646153847
IE,*,*,0.3,12.68076923
IE,*,*,0.4,15.71538462
IE,*,*,0.5,18.75
IE,*,*,0.6,21.78461538
IE,*,*,0.7,24.81923078
IE,*,*,0.8,27.85384616
IE,*,*,0.9,30.88846154
IE,*,*,1,33.92307693
IE,*,*,1.1,36.95769231
IE,*,*,1.2,39.99230769
IE,*,*,1.3,43.02692307
IE,*,*,1.4,46.06153847
IE,*,*,1.5,49.09615385
IE,*,*,1.6,52.13076923
IE,*,*,1.7,55.16538462
IE,*,*,1.8,58.2
IE,*,*,1.9,61.23461538
IE,*,*,2,64.26923078
IE,*,*,2.1,67.30384616
IE,*,*,2.2,70.33846154
IE,*,*,2.3,73.37307693
IE,*,*,2.4,76.40769231
IE,*,*,2.5,79.44230769
IE,*,*,2.6,82.47692307
IE,*,*,2.7,85.51153847
IE,*,*,2.8,88.54615385
IE,*,*,2.9,91.58076923
IE,*,*,3,94.61538462
IE,*,*,3.1,97.65
IE,*,*,3.2,100.6846154
IE,*,*,3.3,103.7192308
IE,*,*,3.4,106.7538462
IE,*,*,3.5,109.7884615
IE,*,*,3.6,112.8230769
IE,*,*,3.7,115.8576923
IE,*,*,3.8,118.8923077
IE,*,*,3.9,121.9269231
IE,*,*,4,124.9615385
IE,*,*,4.1,127.9961538
IE,*,*,4.2,131.0307692
IE,*,*,4.3,134.0653846
IE,*,*,4.4,137.1
IE,*,*,4.5,140.1346154
IE,*,*,4.6,143.1692308
IE,*,*,4.7,146.2038462
IE,*,*,4.8,149.2384615
IE,*,*,4.9,152.2730769
IE,*,*,5,155.3076923
SY,*,*,0.1,6.611538462
SY,*,*,0.2,9.646153847
SY,*,*,0.3,12.68076923
SY,*,*,0.4,15.71538462
SY,*,*,0.5,18.75
SY,*,*,0.6,21.78461538
SY,*,*,0.7,24.81923078
SY,*,*,0.8,27.85384616
SY,*,*,0.9,30.88846154
SY,*,*,1,33.92307693
SY,*,*,1.1,36.95769231
SY,*,*,1.2,39.99230769
SY,*,*,1.3,43.02692307
SY,*,*,1.4,46.06153847
SY,*,*,1.5,49.09615385
SY,*,*,1.6,52.13076923
SY,*,*,1.7,55.16538462
SY,*,*,1.8,58.2
SY,*,*,1.9,61.23461538
SY,*,*,2,64.26923078
SY,*,*,2.1,67.30384616
SY,*,*,2.2,70.33846154
SY,*,*,2.3,73.37307693
SY,*,*,2.4,76.40769231
SY,*,*,2.5,79.44230769
SY,*,*,2.6,82.47692307
SY,*,*,2.7,85.51153847
SY,*,*,2.8,88.54615385
SY,*,*,2.9,91.58076923
SY,*,*,3,94.61538462
SY,*,*,3.1,97.65
SY,*,*,3.2,100.6846154
SY,*,*,3.3,103.7192308
SY,*,*,3.4,106.7538462
SY,*,*,3.5,109.7884615
SY,*,*,3.6,112.8230769
SY,*,*,3.7,115.8576923
SY,*,*,3.8,118.8923077
SY,*,*,3.9,121.9269231
SY,*,*,4,124.9615385
SY,*,*,4.1,127.9961538
SY,*,*,4.2,131.0307692
SY,*,*,4.3,134.0653846
SY,*,*,4.4,137.1
SY,*,*,4.5,140.1346154
SY,*,*,4.6,143.1692308
SY,*,*,4.7,146.2038462
SY,*,*,4.8,149.2384615
SY,*,*,4.9,152.2730769
SY,*,*,5,155.3076923
AE,*,*,0.1,6.611538462
AE,*,*,0.2,9.646153847
AE,*,*,0.3,12.68076923
AE,*,*,0.4,15.71538462
AE,*,*,0.5,18.75
AE,*,*,0.6,21.78461538
AE,*,*,0.7,24.81923078
AE,*,*,0.8,27.85384616
AE,*,*,0.9,30.88846154
AE,*,*,1,33.92307693
AE,*,*,1.1,36.95769231
AE,*,*,1.2,39.99230769
AE,*,*,1.3,43.02692307
AE,*,*,1.4,46.06153847
AE,*,*,1.5,49.09615385
AE,*,*,1.6,52.13076923
AE,*,*,1.7,55.16538462
AE,*,*,1.8,58.2
AE,*,*,1.9,61.23461538
AE,*,*,2,64.26923078
AE,*,*,2.1,67.30384616
AE,*,*,2.2,70.33846154
AE,*,*,2.3,73.37307693
AE,*,*,2.4,76.40769231
AE,*,*,2.5,79.44230769
AE,*,*,2.6,82.47692307
AE,*,*,2.7,85.51153847
AE,*,*,2.8,88.54615385
AE,*,*,2.9,91.58076923
AE,*,*,3,94.61538462
AE,*,*,3.1,97.65
AE,*,*,3.2,100.6846154
AE,*,*,3.3,103.7192308
AE,*,*,3.4,106.7538462
AE,*,*,3.5,109.7884615
AE,*,*,3.6,112.8230769
AE,*,*,3.7,115.8576923
AE,*,*,3.8,118.8923077
AE,*,*,3.9,121.9269231
AE,*,*,4,124.9615385
AE,*,*,4.1,127.9961538
AE,*,*,4.2,131.0307692
AE,*,*,4.3,134.0653846
AE,*,*,4.4,137.1
AE,*,*,4.5,140.1346154
AE,*,*,4.6,143.1692308
AE,*,*,4.7,146.2038462
AE,*,*,4.8,149.2384615
AE,*,*,4.9,152.2730769
AE,*,*,5,155.3076923
AD,*,*,0.1,6.611538462
AD,*,*,0.2,9.646153847
AD,*,*,0.3,12.68076923
AD,*,*,0.4,15.71538462
AD,*,*,0.5,18.75
AD,*,*,0.6,21.78461538
AD,*,*,0.7,24.81923078
AD,*,*,0.8,27.85384616
AD,*,*,0.9,30.88846154
AD,*,*,1,33.92307693
AD,*,*,1.1,36.95769231
AD,*,*,1.2,39.99230769
AD,*,*,1.3,43.02692307
AD,*,*,1.4,46.06153847
AD,*,*,1.5,49.09615385
AD,*,*,1.6,52.13076923
AD,*,*,1.7,55.16538462
AD,*,*,1.8,58.2
AD,*,*,1.9,61.23461538
AD,*,*,2,64.26923078
AD,*,*,2.1,67.30384616
AD,*,*,2.2,70.33846154
AD,*,*,2.3,73.37307693
AD,*,*,2.4,76.40769231
AD,*,*,2.5,79.44230769
AD,*,*,2.6,82.47692307
AD,*,*,2.7,85.51153847
AD,*,*,2.8,88.54615385
AD,*,*,2.9,91.58076923
AD,*,*,3,94.61538462
AD,*,*,3.1,97.65
AD,*,*,3.2,100.6846154
AD,*,*,3.3,103.7192308
AD,*,*,3.4,106.7538462
AD,*,*,3.5,109.7884615
AD,*,*,3.6,112.8230769
AD,*,*,3.7,115.8576923
AD,*,*,3.8,118.8923077
AD,*,*,3.9,121.9269231
AD,*,*,4,124.9615385
AD,*,*,4.1,127.9961538
AD,*,*,4.2,131.0307692
AD,*,*,4.3,134.0653846
AD,*,*,4.4,137.1
AD,*,*,4.5,140.1346154
AD,*,*,4.6,143.1692308
AD,*,*,4.7,146.2038462
AD,*,*,4.8,149.2384615
AD,*,*,4.9,152.2730769
AD,*,*,5,155.3076923
AZ,*,*,0.1,6.611538462
AZ,*,*,0.2,9.646153847
AZ,*,*,0.3,12.68076923
AZ,*,*,0.4,15.71538462
AZ,*,*,0.5,18.75
AZ,*,*,0.6,21.78461538
AZ,*,*,0.7,24.81923078
AZ,*,*,0.8,27.85384616
AZ,*,*,0.9,30.88846154
AZ,*,*,1,33.92307693
AZ,*,*,1.1,36.95769231
AZ,*,*,1.2,39.99230769
AZ,*,*,1.3,43.02692307
AZ,*,*,1.4,46.06153847
AZ,*,*,1.5,49.09615385
AZ,*,*,1.6,52.13076923
AZ,*,*,1.7,55.16538462
AZ,*,*,1.8,58.2
AZ,*,*,1.9,61.23461538
AZ,*,*,2,64.26923078
AZ,*,*,2.1,67.30384616
AZ,*,*,2.2,70.33846154
AZ,*,*,2.3,73.37307693
AZ,*,*,2.4,76.40769231
AZ,*,*,2.5,79.44230769
AZ,*,*,2.6,82.47692307
AZ,*,*,2.7,85.51153847
AZ,*,*,2.8,88.54615385
AZ,*,*,2.9,91.58076923
AZ,*,*,3,94.61538462
AZ,*,*,3.1,97.65
AZ,*,*,3.2,100.6846154
AZ,*,*,3.3,103.7192308
AZ,*,*,3.4,106.7538462
AZ,*,*,3.5,109.7884615
AZ,*,*,3.6,112.8230769
AZ,*,*,3.7,115.8576923
AZ,*,*,3.8,118.8923077
AZ,*,*,3.9,121.9269231
AZ,*,*,4,124.9615385
AZ,*,*,4.1,127.9961538
AZ,*,*,4.2,131.0307692
AZ,*,*,4.3,134.0653846
AZ,*,*,4.4,137.1
AZ,*,*,4.5,140.1346154
AZ,*,*,4.6,143.1692308
AZ,*,*,4.7,146.2038462
AZ,*,*,4.8,149.2384615
AZ,*,*,4.9,152.2730769
AZ,*,*,5,155.3076923
BB,*,*,0.1,6.611538462
BB,*,*,0.2,9.646153847
BB,*,*,0.3,12.68076923
BB,*,*,0.4,15.71538462
BB,*,*,0.5,18.75
BB,*,*,0.6,21.78461538
BB,*,*,0.7,24.81923078
BB,*,*,0.8,27.85384616
BB,*,*,0.9,30.88846154
BB,*,*,1,33.92307693
BB,*,*,1.1,36.95769231
BB,*,*,1.2,39.99230769
BB,*,*,1.3,43.02692307
BB,*,*,1.4,46.06153847
BB,*,*,1.5,49.09615385
BB,*,*,1.6,52.13076923
BB,*,*,1.7,55.16538462
BB,*,*,1.8,58.2
BB,*,*,1.9,61.23461538
BB,*,*,2,64.26923078
BB,*,*,2.1,67.30384616
BB,*,*,2.2,70.33846154
BB,*,*,2.3,73.37307693
BB,*,*,2.4,76.40769231
BB,*,*,2.5,79.44230769
BB,*,*,2.6,82.47692307
BB,*,*,2.7,85.51153847
BB,*,*,2.8,88.54615385
BB,*,*,2.9,91.58076923
BB,*,*,3,94.61538462
BB,*,*,3.1,97.65
BB,*,*,3.2,100.6846154
BB,*,*,3.3,103.7192308
BB,*,*,3.4,106.7538462
BB,*,*,3.5,109.7884615
BB,*,*,3.6,112.8230769
BB,*,*,3.7,115.8576923
BB,*,*,3.8,118.8923077
BB,*,*,3.9,121.9269231
BB,*,*,4,124.9615385
BB,*,*,4.1,127.9961538
BB,*,*,4.2,131.0307692
BB,*,*,4.3,134.0653846
BB,*,*,4.4,137.1
BB,*,*,4.5,140.1346154
BB,*,*,4.6,143.1692308
BB,*,*,4.7,146.2038462
BB,*,*,4.8,149.2384615
BB,*,*,4.9,152.2730769
BB,*,*,5,155.3076923
CA,*,*,0.1,6.611538462
CA,*,*,0.2,9.646153847
CA,*,*,0.3,12.68076923
CA,*,*,0.4,15.71538462
CA,*,*,0.5,18.75
CA,*,*,0.6,21.78461538
CA,*,*,0.7,24.81923078
CA,*,*,0.8,27.85384616
CA,*,*,0.9,30.88846154
CA,*,*,1,33.92307693
CA,*,*,1.1,36.95769231
CA,*,*,1.2,39.99230769
CA,*,*,1.3,43.02692307
CA,*,*,1.4,46.06153847
CA,*,*,1.5,49.09615385
CA,*,*,1.6,52.13076923
CA,*,*,1.7,55.16538462
CA,*,*,1.8,58.2
CA,*,*,1.9,61.23461538
CA,*,*,2,64.26923078
CA,*,*,2.1,67.30384616
CA,*,*,2.2,70.33846154
CA,*,*,2.3,73.37307693
CA,*,*,2.4,76.40769231
CA,*,*,2.5,79.44230769
CA,*,*,2.6,82.47692307
CA,*,*,2.7,85.51153847
CA,*,*,2.8,88.54615385
CA,*,*,2.9,91.58076923
CA,*,*,3,94.61538462
CA,*,*,3.1,97.65
CA,*,*,3.2,100.6846154
CA,*,*,3.3,103.7192308
CA,*,*,3.4,106.7538462
CA,*,*,3.5,109.7884615
CA,*,*,3.6,112.8230769
CA,*,*,3.7,115.8576923
CA,*,*,3.8,118.8923077
CA,*,*,3.9,121.9269231
CA,*,*,4,124.9615385
CA,*,*,4.1,127.9961538
CA,*,*,4.2,131.0307692
CA,*,*,4.3,134.0653846
CA,*,*,4.4,137.1
CA,*,*,4.5,140.1346154
CA,*,*,4.6,143.1692308
CA,*,*,4.7,146.2038462
CA,*,*,4.8,149.2384615
CA,*,*,4.9,152.2730769
CA,*,*,5,155.3076923
CH,*,*,0.1,6.611538462
CH,*,*,0.2,9.646153847
CH,*,*,0.3,12.68076923
CH,*,*,0.4,15.71538462
CH,*,*,0.5,18.75
CH,*,*,0.6,21.78461538
CH,*,*,0.7,24.81923078
CH,*,*,0.8,27.85384616
CH,*,*,0.9,30.88846154
CH,*,*,1,33.92307693
CH,*,*,1.1,36.95769231
CH,*,*,1.2,39.99230769
CH,*,*,1.3,43.02692307
CH,*,*,1.4,46.06153847
CH,*,*,1.5,49.09615385
CH,*,*,1.6,52.13076923
CH,*,*,1.7,55.16538462
CH,*,*,1.8,58.2
CH,*,*,1.9,61.23461538
CH,*,*,2,64.26923078
CH,*,*,2.1,67.30384616
CH,*,*,2.2,70.33846154
CH,*,*,2.3,73.37307693
CH,*,*,2.4,76.40769231
CH,*,*,2.5,79.44230769
CH,*,*,2.6,82.47692307
CH,*,*,2.7,85.51153847
CH,*,*,2.8,88.54615385
CH,*,*,2.9,91.58076923
CH,*,*,3,94.61538462
CH,*,*,3.1,97.65
CH,*,*,3.2,100.6846154
CH,*,*,3.3,103.7192308
CH,*,*,3.4,106.7538462
CH,*,*,3.5,109.7884615
CH,*,*,3.6,112.8230769
CH,*,*,3.7,115.8576923
CH,*,*,3.8,118.8923077
CH,*,*,3.9,121.9269231
CH,*,*,4,124.9615385
CH,*,*,4.1,127.9961538
CH,*,*,4.2,131.0307692
CH,*,*,4.3,134.0653846
CH,*,*,4.4,137.1
CH,*,*,4.5,140.1346154
CH,*,*,4.6,143.1692308
CH,*,*,4.7,146.2038462
CH,*,*,4.8,149.2384615
CH,*,*,4.9,152.2730769
CH,*,*,5,155.3076923
CU,*,*,0.1,6.611538462
CU,*,*,0.2,9.646153847
CU,*,*,0.3,12.68076923
CU,*,*,0.4,15.71538462
CU,*,*,0.5,18.75
CU,*,*,0.6,21.78461538
CU,*,*,0.7,24.81923078
CU,*,*,0.8,27.85384616
CU,*,*,0.9,30.88846154
CU,*,*,1,33.92307693
CU,*,*,1.1,36.95769231
CU,*,*,1.2,39.99230769
CU,*,*,1.3,43.02692307
CU,*,*,1.4,46.06153847
CU,*,*,1.5,49.09615385
CU,*,*,1.6,52.13076923
CU,*,*,1.7,55.16538462
CU,*,*,1.8,58.2
CU,*,*,1.9,61.23461538
CU,*,*,2,64.26923078
CU,*,*,2.1,67.30384616
CU,*,*,2.2,70.33846154
CU,*,*,2.3,73.37307693
CU,*,*,2.4,76.40769231
CU,*,*,2.5,79.44230769
CU,*,*,2.6,82.47692307
CU,*,*,2.7,85.51153847
CU,*,*,2.8,88.54615385
CU,*,*,2.9,91.58076923
CU,*,*,3,94.61538462
CU,*,*,3.1,97.65
CU,*,*,3.2,100.6846154
CU,*,*,3.3,103.7192308
CU,*,*,3.4,106.7538462
CU,*,*,3.5,109.7884615
CU,*,*,3.6,112.8230769
CU,*,*,3.7,115.8576923
CU,*,*,3.8,118.8923077
CU,*,*,3.9,121.9269231
CU,*,*,4,124.9615385
CU,*,*,4.1,127.9961538
CU,*,*,4.2,131.0307692
CU,*,*,4.3,134.0653846
CU,*,*,4.4,137.1
CU,*,*,4.5,140.1346154
CU,*,*,4.6,143.1692308
CU,*,*,4.7,146.2038462
CU,*,*,4.8,149.2384615
CU,*,*,4.9,152.2730769
CU,*,*,5,155.3076923
CY,*,*,0.1,6.611538462
CY,*,*,0.2,9.646153847
CY,*,*,0.3,12.68076923
CY,*,*,0.4,15.71538462
CY,*,*,0.5,18.75
CY,*,*,0.6,21.78461538
CY,*,*,0.7,24.81923078
CY,*,*,0.8,27.85384616
CY,*,*,0.9,30.88846154
CY,*,*,1,33.92307693
CY,*,*,1.1,36.95769231
CY,*,*,1.2,39.99230769
CY,*,*,1.3,43.02692307
CY,*,*,1.4,46.06153847
CY,*,*,1.5,49.09615385
CY,*,*,1.6,52.13076923
CY,*,*,1.7,55.16538462
CY,*,*,1.8,58.2
CY,*,*,1.9,61.23461538
CY,*,*,2,64.26923078
CY,*,*,2.1,67.30384616
CY,*,*,2.2,70.33846154
CY,*,*,2.3,73.37307693
CY,*,*,2.4,76.40769231
CY,*,*,2.5,79.44230769
CY,*,*,2.6,82.47692307
CY,*,*,2.7,85.51153847
CY,*,*,2.8,88.54615385
CY,*,*,2.9,91.58076923
CY,*,*,3,94.61538462
CY,*,*,3.1,97.65
CY,*,*,3.2,100.6846154
CY,*,*,3.3,103.7192308
CY,*,*,3.4,106.7538462
CY,*,*,3.5,109.7884615
