Country,Region/State,Zip/PostAN Code,Weight (and above),shipping fee price
GM,*,*,3.8,127.2230769
GM,*,*,3.9,130.4769231
GM,*,*,4,133.7307692
GM,*,*,4.1,136.9846154
GM,*,*,4.2,140.2384615
GM,*,*,4.3,143.4923077
GM,*,*,4.4,146.7461538
GM,*,*,4.5,150
GM,*,*,4.6,153.2538462
GM,*,*,4.7,156.5076923
GM,*,*,4.8,159.7615385
GM,*,*,4.9,163.0153847
GM,*,*,5,166.2692307
GN,*,*,0.1,6.830769231
GN,*,*,0.2,10.08461538
GN,*,*,0.3,13.33846154
GN,*,*,0.4,16.59230769
GN,*,*,0.5,19.84615385
GN,*,*,0.6,23.1
GN,*,*,0.7,26.35384616
GN,*,*,0.8,29.60769231
GN,*,*,0.9,32.86153847
GN,*,*,1,36.11538462
GN,*,*,1.1,39.36923078
GN,*,*,1.2,42.62307693
GN,*,*,1.3,45.87692307
GN,*,*,1.4,49.13076923
GN,*,*,1.5,52.38461538
GN,*,*,1.6,55.63846154
GN,*,*,1.7,58.89230769
GN,*,*,1.8,62.14615385
GN,*,*,1.9,65.4
GN,*,*,2,68.65384616
GN,*,*,2.1,71.90769231
GN,*,*,2.2,75.16153847
GN,*,*,2.3,78.41538462
GN,*,*,2.4,81.66923078
GN,*,*,2.5,84.92307693
GN,*,*,2.6,88.17692307
GN,*,*,2.7,91.43076923
GN,*,*,2.8,94.68461538
GN,*,*,2.9,97.93846154
GN,*,*,3,101.1923077
GN,*,*,3.1,104.4461538
GN,*,*,3.2,107.7
GN,*,*,3.3,110.9538462
GN,*,*,3.4,114.2076923
GN,*,*,3.5,117.4615385
GN,*,*,3.6,120.7153846
GN,*,*,3.7,123.9692308
GN,*,*,3.8,127.2230769
GN,*,*,3.9,130.4769231
GN,*,*,4,133.7307692
GN,*,*,4.1,136.9846154
GN,*,*,4.2,140.2384615
GN,*,*,4.3,143.4923077
GN,*,*,4.4,146.7461538
GN,*,*,4.5,150
GN,*,*,4.6,153.2538462
GN,*,*,4.7,156.5076923
GN,*,*,4.8,159.7615385
GN,*,*,4.9,163.0153847
GN,*,*,5,166.2692307
GW,*,*,0.1,6.830769231
GW,*,*,0.2,10.08461538
GW,*,*,0.3,13.33846154
GW,*,*,0.4,16.59230769
GW,*,*,0.5,19.84615385
GW,*,*,0.6,23.1
GW,*,*,0.7,26.35384616
GW,*,*,0.8,29.60769231
GW,*,*,0.9,32.86153847
GW,*,*,1,36.11538462
GW,*,*,1.1,39.36923078
GW,*,*,1.2,42.62307693
GW,*,*,1.3,45.87692307
GW,*,*,1.4,49.13076923
GW,*,*,1.5,52.38461538
GW,*,*,1.6,55.63846154
GW,*,*,1.7,58.89230769
GW,*,*,1.8,62.14615385
GW,*,*,1.9,65.4
GW,*,*,2,68.65384616
GW,*,*,2.1,71.90769231
GW,*,*,2.2,75.16153847
GW,*,*,2.3,78.41538462
GW,*,*,2.4,81.66923078
GW,*,*,2.5,84.92307693
GW,*,*,2.6,88.17692307
GW,*,*,2.7,91.43076923
GW,*,*,2.8,94.68461538
GW,*,*,2.9,97.93846154
GW,*,*,3,101.1923077
GW,*,*,3.1,104.4461538
GW,*,*,3.2,107.7
GW,*,*,3.3,110.9538462
GW,*,*,3.4,114.2076923
GW,*,*,3.5,117.4615385
GW,*,*,3.6,120.7153846
GW,*,*,3.7,123.9692308
GW,*,*,3.8,127.2230769
GW,*,*,3.9,130.4769231
GW,*,*,4,133.7307692
GW,*,*,4.1,136.9846154
GW,*,*,4.2,140.2384615
GW,*,*,4.3,143.4923077
GW,*,*,4.4,146.7461538
GW,*,*,4.5,150
GW,*,*,4.6,153.2538462
GW,*,*,4.7,156.5076923
GW,*,*,4.8,159.7615385
GW,*,*,4.9,163.0153847
GW,*,*,5,166.2692307
GY,*,*,0.1,6.830769231
GY,*,*,0.2,10.08461538
GY,*,*,0.3,13.33846154
GY,*,*,0.4,16.59230769
GY,*,*,0.5,19.84615385
GY,*,*,0.6,23.1
GY,*,*,0.7,26.35384616
GY,*,*,0.8,29.60769231
GY,*,*,0.9,32.86153847
GY,*,*,1,36.11538462
GY,*,*,1.1,39.36923078
GY,*,*,1.2,42.62307693
GY,*,*,1.3,45.87692307
GY,*,*,1.4,49.13076923
GY,*,*,1.5,52.38461538
GY,*,*,1.6,55.63846154
GY,*,*,1.7,58.89230769
GY,*,*,1.8,62.14615385
GY,*,*,1.9,65.4
GY,*,*,2,68.65384616
GY,*,*,2.1,71.90769231
GY,*,*,2.2,75.16153847
GY,*,*,2.3,78.41538462
GY,*,*,2.4,81.66923078
GY,*,*,2.5,84.92307693
GY,*,*,2.6,88.17692307
GY,*,*,2.7,91.43076923
GY,*,*,2.8,94.68461538
GY,*,*,2.9,97.93846154
GY,*,*,3,101.1923077
GY,*,*,3.1,104.4461538
GY,*,*,3.2,107.7
GY,*,*,3.3,110.9538462
GY,*,*,3.4,114.2076923
GY,*,*,3.5,117.4615385
GY,*,*,3.6,120.7153846
GY,*,*,3.7,123.9692308
GY,*,*,3.8,127.2230769
GY,*,*,3.9,130.4769231
GY,*,*,4,133.7307692
GY,*,*,4.1,136.9846154
GY,*,*,4.2,140.2384615
GY,*,*,4.3,143.4923077
GY,*,*,4.4,146.7461538
GY,*,*,4.5,150
GY,*,*,4.6,153.2538462
GY,*,*,4.7,156.5076923
GY,*,*,4.8,159.7615385
GY,*,*,4.9,163.0153847
GY,*,*,5,166.2692307
HR,*,*,0.1,6.830769231
HR,*,*,0.2,10.08461538
HR,*,*,0.3,13.33846154
HR,*,*,0.4,16.59230769
HR,*,*,0.5,19.84615385
HR,*,*,0.6,23.1
HR,*,*,0.7,26.35384616
HR,*,*,0.8,29.60769231
HR,*,*,0.9,32.86153847
HR,*,*,1,36.11538462
HR,*,*,1.1,39.36923078
HR,*,*,1.2,42.62307693
HR,*,*,1.3,45.87692307
HR,*,*,1.4,49.13076923
HR,*,*,1.5,52.38461538
HR,*,*,1.6,55.63846154
HR,*,*,1.7,58.89230769
HR,*,*,1.8,62.14615385
HR,*,*,1.9,65.4
HR,*,*,2,68.65384616
HR,*,*,2.1,71.90769231
HR,*,*,2.2,75.16153847
HR,*,*,2.3,78.41538462
HR,*,*,2.4,81.66923078
HR,*,*,2.5,84.92307693
HR,*,*,2.6,88.17692307
HR,*,*,2.7,91.43076923
HR,*,*,2.8,94.68461538
HR,*,*,2.9,97.93846154
HR,*,*,3,101.1923077
HR,*,*,3.1,104.4461538
HR,*,*,3.2,107.7
HR,*,*,3.3,110.9538462
HR,*,*,3.4,114.2076923
HR,*,*,3.5,117.4615385
HR,*,*,3.6,120.7153846
HR,*,*,3.7,123.9692308
HR,*,*,3.8,127.2230769
HR,*,*,3.9,130.4769231
HR,*,*,4,133.7307692
HR,*,*,4.1,136.9846154
HR,*,*,4.2,140.2384615
HR,*,*,4.3,143.4923077
HR,*,*,4.4,146.7461538
HR,*,*,4.5,150
HR,*,*,4.6,153.2538462
HR,*,*,4.7,156.5076923
HR,*,*,4.8,159.7615385
HR,*,*,4.9,163.0153847
HR,*,*,5,166.2692307
HU,*,*,0.1,6.830769231
HU,*,*,0.2,10.08461538
HU,*,*,0.3,13.33846154
HU,*,*,0.4,16.59230769
HU,*,*,0.5,19.84615385
HU,*,*,0.6,23.1
HU,*,*,0.7,26.35384616
HU,*,*,0.8,29.60769231
HU,*,*,0.9,32.86153847
HU,*,*,1,36.11538462
HU,*,*,1.1,39.36923078
HU,*,*,1.2,42.62307693
HU,*,*,1.3,45.87692307
HU,*,*,1.4,49.13076923
HU,*,*,1.5,52.38461538
HU,*,*,1.6,55.63846154
HU,*,*,1.7,58.89230769
HU,*,*,1.8,62.14615385
HU,*,*,1.9,65.4
HU,*,*,2,68.65384616
HU,*,*,2.1,71.90769231
HU,*,*,2.2,75.16153847
HU,*,*,2.3,78.41538462
HU,*,*,2.4,81.66923078
HU,*,*,2.5,84.92307693
HU,*,*,2.6,88.17692307
HU,*,*,2.7,91.43076923
HU,*,*,2.8,94.68461538
HU,*,*,2.9,97.93846154
HU,*,*,3,101.1923077
HU,*,*,3.1,104.4461538
HU,*,*,3.2,107.7
HU,*,*,3.3,110.9538462
HU,*,*,3.4,114.2076923
HU,*,*,3.5,117.4615385
HU,*,*,3.6,120.7153846
HU,*,*,3.7,123.9692308
HU,*,*,3.8,127.2230769
HU,*,*,3.9,130.4769231
HU,*,*,4,133.7307692
HU,*,*,4.1,136.9846154
HU,*,*,4.2,140.2384615
HU,*,*,4.3,143.4923077
HU,*,*,4.4,146.7461538
HU,*,*,4.5,150
HU,*,*,4.6,153.2538462
HU,*,*,4.7,156.5076923
HU,*,*,4.8,159.7615385
HU,*,*,4.9,163.0153847
HU,*,*,5,166.2692307
IS,*,*,0.1,6.830769231
IS,*,*,0.2,10.08461538
IS,*,*,0.3,13.33846154
IS,*,*,0.4,16.59230769
IS,*,*,0.5,19.84615385
IS,*,*,0.6,23.1
IS,*,*,0.7,26.35384616
IS,*,*,0.8,29.60769231
IS,*,*,0.9,32.86153847
IS,*,*,1,36.11538462
IS,*,*,1.1,39.36923078
IS,*,*,1.2,42.62307693
IS,*,*,1.3,45.87692307
IS,*,*,1.4,49.13076923
IS,*,*,1.5,52.38461538
IS,*,*,1.6,55.63846154
IS,*,*,1.7,58.89230769
IS,*,*,1.8,62.14615385
IS,*,*,1.9,65.4
IS,*,*,2,68.65384616
IS,*,*,2.1,71.90769231
IS,*,*,2.2,75.16153847
IS,*,*,2.3,78.41538462
IS,*,*,2.4,81.66923078
IS,*,*,2.5,84.92307693
IS,*,*,2.6,88.17692307
IS,*,*,2.7,91.43076923
IS,*,*,2.8,94.68461538
IS,*,*,2.9,97.93846154
IS,*,*,3,101.1923077
IS,*,*,3.1,104.4461538
IS,*,*,3.2,107.7
IS,*,*,3.3,110.9538462
IS,*,*,3.4,114.2076923
IS,*,*,3.5,117.4615385
IS,*,*,3.6,120.7153846
IS,*,*,3.7,123.9692308
IS,*,*,3.8,127.2230769
IS,*,*,3.9,130.4769231
IS,*,*,4,133.7307692
IS,*,*,4.1,136.9846154
IS,*,*,4.2,140.2384615
IS,*,*,4.3,143.4923077
IS,*,*,4.4,146.7461538
IS,*,*,4.5,150
IS,*,*,4.6,153.2538462
IS,*,*,4.7,156.5076923
IS,*,*,4.8,159.7615385
IS,*,*,4.9,163.0153847
IS,*,*,5,166.2692307
KE,*,*,0.1,6.830769231
KE,*,*,0.2,10.08461538
KE,*,*,0.3,13.33846154
KE,*,*,0.4,16.59230769
KE,*,*,0.5,19.84615385
KE,*,*,0.6,23.1
KE,*,*,0.7,26.35384616
KE,*,*,0.8,29.60769231
KE,*,*,0.9,32.86153847
KE,*,*,1,36.11538462
KE,*,*,1.1,39.36923078
KE,*,*,1.2,42.62307693
KE,*,*,1.3,45.87692307
KE,*,*,1.4,49.13076923
KE,*,*,1.5,52.38461538
KE,*,*,1.6,55.63846154
KE,*,*,1.7,58.89230769
KE,*,*,1.8,62.14615385
KE,*,*,1.9,65.4
KE,*,*,2,68.65384616
KE,*,*,2.1,71.90769231
KE,*,*,2.2,75.16153847
KE,*,*,2.3,78.41538462
KE,*,*,2.4,81.66923078
KE,*,*,2.5,84.92307693
KE,*,*,2.6,88.17692307
KE,*,*,2.7,91.43076923
KE,*,*,2.8,94.68461538
KE,*,*,2.9,97.93846154
KE,*,*,3,101.1923077
KE,*,*,3.1,104.4461538
KE,*,*,3.2,107.7
KE,*,*,3.3,110.9538462
KE,*,*,3.4,114.2076923
KE,*,*,3.5,117.4615385
KE,*,*,3.6,120.7153846
KE,*,*,3.7,123.9692308
KE,*,*,3.8,127.2230769
KE,*,*,3.9,130.4769231
KE,*,*,4,133.7307692
KE,*,*,4.1,136.9846154
KE,*,*,4.2,140.2384615
KE,*,*,4.3,143.4923077
KE,*,*,4.4,146.7461538
KE,*,*,4.5,150
KE,*,*,4.6,153.2538462
KE,*,*,4.7,156.5076923
KE,*,*,4.8,159.7615385
KE,*,*,4.9,163.0153847
KE,*,*,5,166.2692307
KM,*,*,0.1,6.830769231
KM,*,*,0.2,10.08461538
KM,*,*,0.3,13.33846154
KM,*,*,0.4,16.59230769
KM,*,*,0.5,19.84615385
KM,*,*,0.6,23.1
KM,*,*,0.7,26.35384616
KM,*,*,0.8,29.60769231
KM,*,*,0.9,32.86153847
KM,*,*,1,36.11538462
KM,*,*,1.1,39.36923078
KM,*,*,1.2,42.62307693
KM,*,*,1.3,45.87692307
KM,*,*,1.4,49.13076923
KM,*,*,1.5,52.38461538
KM,*,*,1.6,55.63846154
KM,*,*,1.7,58.89230769
KM,*,*,1.8,62.14615385
KM,*,*,1.9,65.4
KM,*,*,2,68.65384616
KM,*,*,2.1,71.90769231
KM,*,*,2.2,75.16153847
KM,*,*,2.3,78.41538462
KM,*,*,2.4,81.66923078
KM,*,*,2.5,84.92307693
KM,*,*,2.6,88.17692307
KM,*,*,2.7,91.43076923
KM,*,*,2.8,94.68461538
KM,*,*,2.9,97.93846154
KM,*,*,3,101.1923077
KM,*,*,3.1,104.4461538
KM,*,*,3.2,107.7
KM,*,*,3.3,110.9538462
KM,*,*,3.4,114.2076923
KM,*,*,3.5,117.4615385
KM,*,*,3.6,120.7153846
KM,*,*,3.7,123.9692308
KM,*,*,3.8,127.2230769
KM,*,*,3.9,130.4769231
KM,*,*,4,133.7307692
KM,*,*,4.1,136.9846154
KM,*,*,4.2,140.2384615
KM,*,*,4.3,143.4923077
KM,*,*,4.4,146.7461538
KM,*,*,4.5,150
KM,*,*,4.6,153.2538462
KM,*,*,4.7,156.5076923
KM,*,*,4.8,159.7615385
KM,*,*,4.9,163.0153847
KM,*,*,5,166.2692307
LR,*,*,0.1,6.830769231
LR,*,*,0.2,10.08461538
LR,*,*,0.3,13.33846154
LR,*,*,0.4,16.59230769
LR,*,*,0.5,19.84615385
LR,*,*,0.6,23.1
LR,*,*,0.7,26.35384616
LR,*,*,0.8,29.60769231
LR,*,*,0.9,32.86153847
LR,*,*,1,36.11538462
LR,*,*,1.1,39.36923078
LR,*,*,1.2,42.62307693
LR,*,*,1.3,45.87692307
LR,*,*,1.4,49.13076923
LR,*,*,1.5,52.38461538
LR,*,*,1.6,55.63846154
LR,*,*,1.7,58.89230769
LR,*,*,1.8,62.14615385
LR,*,*,1.9,65.4
LR,*,*,2,68.65384616
LR,*,*,2.1,71.90769231
LR,*,*,2.2,75.16153847
LR,*,*,2.3,78.41538462
LR,*,*,2.4,81.66923078
LR,*,*,2.5,84.92307693
LR,*,*,2.6,88.17692307
LR,*,*,2.7,91.43076923
LR,*,*,2.8,94.68461538
LR,*,*,2.9,97.93846154
LR,*,*,3,101.1923077
LR,*,*,3.1,104.4461538
LR,*,*,3.2,107.7
LR,*,*,3.3,110.9538462
LR,*,*,3.4,114.2076923
LR,*,*,3.5,117.4615385
LR,*,*,3.6,120.7153846
LR,*,*,3.7,123.9692308
LR,*,*,3.8,127.2230769
LR,*,*,3.9,130.4769231
LR,*,*,4,133.7307692
LR,*,*,4.1,136.9846154
LR,*,*,4.2,140.2384615
LR,*,*,4.3,143.4923077
LR,*,*,4.4,146.7461538
LR,*,*,4.5,150
LR,*,*,4.6,153.2538462
LR,*,*,4.7,156.5076923
LR,*,*,4.8,159.7615385
LR,*,*,4.9,163.0153847
LR,*,*,5,166.2692307
LS,*,*,0.1,6.830769231
LS,*,*,0.2,10.08461538
LS,*,*,0.3,13.33846154
LS,*,*,0.4,16.59230769
LS,*,*,0.5,19.84615385
LS,*,*,0.6,23.1
LS,*,*,0.7,26.35384616
LS,*,*,0.8,29.60769231
LS,*,*,0.9,32.86153847
LS,*,*,1,36.11538462
LS,*,*,1.1,39.36923078
LS,*,*,1.2,42.62307693
LS,*,*,1.3,45.87692307
LS,*,*,1.4,49.13076923
LS,*,*,1.5,52.38461538
LS,*,*,1.6,55.63846154
LS,*,*,1.7,58.89230769
LS,*,*,1.8,62.14615385
LS,*,*,1.9,65.4
LS,*,*,2,68.65384616
LS,*,*,2.1,71.90769231
LS,*,*,2.2,75.16153847
LS,*,*,2.3,78.41538462
LS,*,*,2.4,81.66923078
LS,*,*,2.5,84.92307693
LS,*,*,2.6,88.17692307
LS,*,*,2.7,91.43076923
LS,*,*,2.8,94.68461538
LS,*,*,2.9,97.93846154
LS,*,*,3,101.1923077
LS,*,*,3.1,104.4461538
LS,*,*,3.2,107.7
LS,*,*,3.3,110.9538462
LS,*,*,3.4,114.2076923
LS,*,*,3.5,117.4615385
LS,*,*,3.6,120.7153846
LS,*,*,3.7,123.9692308
LS,*,*,3.8,127.2230769
LS,*,*,3.9,130.4769231
LS,*,*,4,133.7307692
LS,*,*,4.1,136.9846154
LS,*,*,4.2,140.2384615
LS,*,*,4.3,143.4923077
LS,*,*,4.4,146.7461538
LS,*,*,4.5,150
LS,*,*,4.6,153.2538462
LS,*,*,4.7,156.5076923
LS,*,*,4.8,159.7615385
LS,*,*,4.9,163.0153847
LS,*,*,5,166.2692307
LT,*,*,0.1,6.830769231
LT,*,*,0.2,10.08461538
LT,*,*,0.3,13.33846154
LT,*,*,0.4,16.59230769
LT,*,*,0.5,19.84615385
LT,*,*,0.6,23.1
LT,*,*,0.7,26.35384616
LT,*,*,0.8,29.60769231
LT,*,*,0.9,32.86153847
LT,*,*,1,36.11538462
LT,*,*,1.1,39.36923078
LT,*,*,1.2,42.62307693
LT,*,*,1.3,45.87692307
LT,*,*,1.4,49.13076923
LT,*,*,1.5,52.38461538
LT,*,*,1.6,55.63846154
LT,*,*,1.7,58.89230769
LT,*,*,1.8,62.14615385
LT,*,*,1.9,65.4
LT,*,*,2,68.65384616
LT,*,*,2.1,71.90769231
LT,*,*,2.2,75.16153847
LT,*,*,2.3,78.41538462
LT,*,*,2.4,81.66923078
LT,*,*,2.5,84.92307693
LT,*,*,2.6,88.17692307
LT,*,*,2.7,91.43076923
LT,*,*,2.8,94.68461538
LT,*,*,2.9,97.93846154
LT,*,*,3,101.1923077
LT,*,*,3.1,104.4461538
LT,*,*,3.2,107.7
LT,*,*,3.3,110.9538462
LT,*,*,3.4,114.2076923
LT,*,*,3.5,117.4615385
LT,*,*,3.6,120.7153846
LT,*,*,3.7,123.9692308
LT,*,*,3.8,127.2230769
LT,*,*,3.9,130.4769231
LT,*,*,4,133.7307692
LT,*,*,4.1,136.9846154
LT,*,*,4.2,140.2384615
LT,*,*,4.3,143.4923077
LT,*,*,4.4,146.7461538
LT,*,*,4.5,150
LT,*,*,4.6,153.2538462
LT,*,*,4.7,156.5076923
LT,*,*,4.8,159.7615385
LT,*,*,4.9,163.0153847
LT,*,*,5,166.2692307
LV,*,*,0.1,6.830769231
LV,*,*,0.2,10.08461538
LV,*,*,0.3,13.33846154
LV,*,*,0.4,16.59230769
LV,*,*,0.5,19.84615385
LV,*,*,0.6,23.1
LV,*,*,0.7,26.35384616
LV,*,*,0.8,29.60769231
LV,*,*,0.9,32.86153847
LV,*,*,1,36.11538462
LV,*,*,1.1,39.36923078
LV,*,*,1.2,42.62307693
LV,*,*,1.3,45.87692307
LV,*,*,1.4,49.13076923
LV,*,*,1.5,52.38461538
LV,*,*,1.6,55.63846154
LV,*,*,1.7,58.89230769
LV,*,*,1.8,62.14615385
LV,*,*,1.9,65.4
LV,*,*,2,68.65384616
LV,*,*,2.1,71.90769231
LV,*,*,2.2,75.16153847
LV,*,*,2.3,78.41538462
LV,*,*,2.4,81.66923078
LV,*,*,2.5,84.92307693
LV,*,*,2.6,88.17692307
LV,*,*,2.7,91.43076923
LV,*,*,2.8,94.68461538
LV,*,*,2.9,97.93846154
LV,*,*,3,101.1923077
LV,*,*,3.1,104.4461538
LV,*,*,3.2,107.7
LV,*,*,3.3,110.9538462
LV,*,*,3.4,114.2076923
LV,*,*,3.5,117.4615385
LV,*,*,3.6,120.7153846
LV,*,*,3.7,123.9692308
LV,*,*,3.8,127.2230769
LV,*,*,3.9,130.4769231
LV,*,*,4,133.7307692
LV,*,*,4.1,136.9846154
LV,*,*,4.2,140.2384615
LV,*,*,4.3,143.4923077
LV,*,*,4.4,146.7461538
LV,*,*,4.5,150
LV,*,*,4.6,153.2538462
LV,*,*,4.7,156.5076923
LV,*,*,4.8,159.7615385
LV,*,*,4.9,163.0153847
LV,*,*,5,166.2692307
LY,*,*,0.1,6.830769231
LY,*,*,0.2,10.08461538
LY,*,*,0.3,13.33846154
LY,*,*,0.4,16.59230769
LY,*,*,0.5,19.84615385
LY,*,*,0.6,23.1
LY,*,*,0.7,26.35384616
LY,*,*,0.8,29.60769231
LY,*,*,0.9,32.86153847
LY,*,*,1,36.11538462
LY,*,*,1.1,39.36923078
LY,*,*,1.2,42.62307693
LY,*,*,1.3,45.87692307
LY,*,*,1.4,49.13076923
LY,*,*,1.5,52.38461538
LY,*,*,1.6,55.63846154
LY,*,*,1.7,58.89230769
LY,*,*,1.8,62.14615385
LY,*,*,1.9,65.4
LY,*,*,2,68.65384616
LY,*,*,2.1,71.90769231
LY,*,*,2.2,75.16153847
LY,*,*,2.3,78.41538462
LY,*,*,2.4,81.66923078
LY,*,*,2.5,84.92307693
LY,*,*,2.6,88.17692307
LY,*,*,2.7,91.43076923
LY,*,*,2.8,94.68461538
LY,*,*,2.9,97.93846154
LY,*,*,3,101.1923077
LY,*,*,3.1,104.4461538
LY,*,*,3.2,107.7
LY,*,*,3.3,110.9538462
LY,*,*,3.4,114.2076923
LY,*,*,3.5,117.4615385
LY,*,*,3.6,120.7153846
LY,*,*,3.7,123.9692308
LY,*,*,3.8,127.2230769
LY,*,*,3.9,130.4769231
LY,*,*,4,133.7307692
LY,*,*,4.1,136.9846154
LY,*,*,4.2,140.2384615
LY,*,*,4.3,143.4923077
LY,*,*,4.4,146.7461538
LY,*,*,4.5,150
LY,*,*,4.6,153.2538462
LY,*,*,4.7,156.5076923
LY,*,*,4.8,159.7615385
LY,*,*,4.9,163.0153847
LY,*,*,5,166.2692307
MA,*,*,0.1,6.830769231
MA,*,*,0.2,10.08461538
MA,*,*,0.3,13.33846154
MA,*,*,0.4,16.59230769
MA,*,*,0.5,19.84615385
MA,*,*,0.6,23.1
MA,*,*,0.7,26.35384616
MA,*,*,0.8,29.60769231
MA,*,*,0.9,32.86153847
MA,*,*,1,36.11538462
MA,*,*,1.1,39.36923078
MA,*,*,1.2,42.62307693
MA,*,*,1.3,45.87692307
MA,*,*,1.4,49.13076923
MA,*,*,1.5,52.38461538
MA,*,*,1.6,55.63846154
MA,*,*,1.7,58.89230769
MA,*,*,1.8,62.14615385
MA,*,*,1.9,65.4
MA,*,*,2,68.65384616
MA,*,*,2.1,71.90769231
MA,*,*,2.2,75.16153847
MA,*,*,2.3,78.41538462
MA,*,*,2.4,81.66923078
MA,*,*,2.5,84.92307693
MA,*,*,2.6,88.17692307
MA,*,*,2.7,91.43076923
MA,*,*,2.8,94.68461538
MA,*,*,2.9,97.93846154
MA,*,*,3,101.1923077
MA,*,*,3.1,104.4461538
MA,*,*,3.2,107.7
MA,*,*,3.3,110.9538462
MA,*,*,3.4,114.2076923
MA,*,*,3.5,117.4615385
MA,*,*,3.6,120.7153846
MA,*,*,3.7,123.9692308
MA,*,*,3.8,127.2230769
MA,*,*,3.9,130.4769231
MA,*,*,4,133.7307692
MA,*,*,4.1,136.9846154
MA,*,*,4.2,140.2384615
MA,*,*,4.3,143.4923077
MA,*,*,4.4,146.7461538
MA,*,*,4.5,150
MA,*,*,4.6,153.2538462
MA,*,*,4.7,156.5076923
MA,*,*,4.8,159.7615385
MA,*,*,4.9,163.0153847
MA,*,*,5,166.2692307
MD,*,*,0.1,6.830769231
MD,*,*,0.2,10.08461538
MD,*,*,0.3,13.33846154
MD,*,*,0.4,16.59230769
MD,*,*,0.5,19.84615385
MD,*,*,0.6,23.1
MD,*,*,0.7,26.35384616
MD,*,*,0.8,29.60769231
MD,*,*,0.9,32.86153847
MD,*,*,1,36.11538462
MD,*,*,1.1,39.36923078
MD,*,*,1.2,42.62307693
MD,*,*,1.3,45.87692307
MD,*,*,1.4,49.13076923
MD,*,*,1.5,52.38461538
MD,*,*,1.6,55.63846154
MD,*,*,1.7,58.89230769
MD,*,*,1.8,62.14615385
MD,*,*,1.9,65.4
MD,*,*,2,68.65384616
MD,*,*,2.1,71.90769231
MD,*,*,2.2,75.16153847
MD,*,*,2.3,78.41538462
MD,*,*,2.4,81.66923078
MD,*,*,2.5,84.92307693
MD,*,*,2.6,88.17692307
MD,*,*,2.7,91.43076923
MD,*,*,2.8,94.68461538
MD,*,*,2.9,97.93846154
MD,*,*,3,101.1923077
MD,*,*,3.1,104.4461538
MD,*,*,3.2,107.7
MD,*,*,3.3,110.9538462
MD,*,*,3.4,114.2076923
MD,*,*,3.5,117.4615385
MD,*,*,3.6,120.7153846
MD,*,*,3.7,123.9692308
MD,*,*,3.8,127.2230769
MD,*,*,3.9,130.4769231
MD,*,*,4,133.7307692
MD,*,*,4.1,136.9846154
MD,*,*,4.2,140.2384615
MD,*,*,4.3,143.4923077
MD,*,*,4.4,146.7461538
MD,*,*,4.5,150
MD,*,*,4.6,153.2538462
MD,*,*,4.7,156.5076923
MD,*,*,4.8,159.7615385
MD,*,*,4.9,163.0153847
MD,*,*,5,166.2692307
ME,*,*,0.1,6.830769231
ME,*,*,0.2,10.08461538
ME,*,*,0.3,13.33846154
ME,*,*,0.4,16.59230769
ME,*,*,0.5,19.84615385
ME,*,*,0.6,23.1
ME,*,*,0.7,26.35384616
ME,*,*,0.8,29.60769231
ME,*,*,0.9,32.86153847
ME,*,*,1,36.11538462
ME,*,*,1.1,39.36923078
ME,*,*,1.2,42.62307693
ME,*,*,1.3,45.87692307
ME,*,*,1.4,49.13076923
ME,*,*,1.5,52.38461538
ME,*,*,1.6,55.63846154
ME,*,*,1.7,58.89230769
ME,*,*,1.8,62.14615385
ME,*,*,1.9,65.4
ME,*,*,2,68.65384616
ME,*,*,2.1,71.90769231
ME,*,*,2.2,75.16153847
ME,*,*,2.3,78.41538462
ME,*,*,2.4,81.66923078
ME,*,*,2.5,84.92307693
ME,*,*,2.6,88.17692307
ME,*,*,2.7,91.43076923
ME,*,*,2.8,94.68461538
ME,*,*,2.9,97.93846154
ME,*,*,3,101.1923077
ME,*,*,3.1,104.4461538
ME,*,*,3.2,107.7
ME,*,*,3.3,110.9538462
ME,*,*,3.4,114.2076923
ME,*,*,3.5,117.4615385
ME,*,*,3.6,120.7153846
ME,*,*,3.7,123.9692308
ME,*,*,3.8,127.2230769
ME,*,*,3.9,130.4769231
ME,*,*,4,133.7307692
ME,*,*,4.1,136.9846154
ME,*,*,4.2,140.2384615
ME,*,*,4.3,143.4923077
ME,*,*,4.4,146.7461538
ME,*,*,4.5,150
ME,*,*,4.6,153.2538462
ME,*,*,4.7,156.5076923
ME,*,*,4.8,159.7615385
ME,*,*,4.9,163.0153847
ME,*,*,5,166.2692307
MG,*,*,0.1,6.830769231
MG,*,*,0.2,10.08461538
MG,*,*,0.3,13.33846154
MG,*,*,0.4,16.59230769
MG,*,*,0.5,19.84615385
MG,*,*,0.6,23.1
MG,*,*,0.7,26.35384616
MG,*,*,0.8,29.60769231
MG,*,*,0.9,32.86153847
MG,*,*,1,36.11538462
MG,*,*,1.1,39.36923078
MG,*,*,1.2,42.62307693
MG,*,*,1.3,45.87692307
MG,*,*,1.4,49.13076923
MG,*,*,1.5,52.38461538
MG,*,*,1.6,55.63846154
MG,*,*,1.7,58.89230769
MG,*,*,1.8,62.14615385
MG,*,*,1.9,65.4
MG,*,*,2,68.65384616
MG,*,*,2.1,71.90769231
MG,*,*,2.2,75.16153847
MG,*,*,2.3,78.41538462
MG,*,*,2.4,81.66923078
MG,*,*,2.5,84.92307693
MG,*,*,2.6,88.17692307
MG,*,*,2.7,91.43076923
MG,*,*,2.8,94.68461538
